Order Date,Sales,Profit,Quantity,Discount,Year,Month,Quarter,Day,DayOfWeek,DayOfYear,WeekOfYear,lag_1,lag_7,roll_mean_7
2019-05-06,254.456,85.7158,16,0.06666666666666667,2019,5,2,6,0,126,19,260.977,898.5160000000001,336.52528571428576
2019-05-07,219.03,-28.4358,8,0.09999999999999999,2019,5,2,7,1,127,19,254.456,207.26,244.51671428571427
2019-05-09,394.48,95.1736,25,0.0,2019,5,2,9,3,129,19,219.03,222.73999999999998,246.19814285714284
2019-05-10,911.799,-67.47399999999999,29,0.15714285714285717,2019,5,2,10,4,130,19,394.48,506.12,270.73242857142856
2019-05-11,429.842,-220.2968,24,0.31428571428571433,2019,5,2,11,5,131,19,911.799,72.632,328.6865714285714
2019-05-12,34.79,10.7849,7,0.0,2019,5,2,12,6,132,19,429.842,187.43200000000002,379.71657142857146
2019-05-13,898.3820000000001,-242.28369999999995,23,0.18333333333333332,2019,5,2,13,0,133,20,34.79,260.977,357.9105714285714
2019-05-14,310.88,23.316,2,0.2,2019,5,2,14,1,134,20,898.3820000000001,254.456,448.96842857142855
2019-05-16,289.28,20.85,8,0.1,2019,5,2,16,3,136,20,310.88,219.03,457.02899999999994
2019-05-17,91.68,45.84,3,0.0,2019,5,2,17,4,137,20,289.28,394.48,467.0647142857143
2019-05-18,169.152,10.9518,8,0.20000000000000004,2019,5,2,18,5,138,20,91.68,911.799,423.8075714285714
2019-05-19,91.62,35.6472,14,0.0,2019,5,2,19,6,139,20,169.152,429.842,317.71514285714284
2019-05-20,320.10400000000004,62.0581,32,0.17142857142857143,2019,5,2,20,0,140,21,91.62,34.79,269.39771428571424
2019-05-21,930.428,269.99,36,0.1875,2019,5,2,21,1,141,21,320.10400000000004,898.3820000000001,310.1568571428571
2019-05-22,180.93,46.580999999999996,3,0.0,2019,5,2,22,2,142,21,930.428,310.88,314.7348571428571
2019-05-23,323.758,58.0502,23,0.21428571428571427,2019,5,2,23,3,143,21,180.93,289.28,296.1705714285714
2019-05-24,116.28,56.9772,3,0.0,2019,5,2,24,4,144,21,323.758,91.68,301.096
2019-05-25,119.53999999999999,-183.78379999999999,6,0.4666666666666666,2019,5,2,25,5,145,21,116.28,169.152,304.6102857142857
2019-05-26,1325.7179999999998,130.5086,21,0.18125,2019,5,2,26,6,146,21,119.53999999999999,91.62,297.5228571428571
2019-05-27,476.77,14.627600000000001,11,0.26666666666666666,2019,5,2,27,0,147,22,1325.7179999999998,320.10400000000004,473.8225714285714
2019-05-28,221.96800000000002,59.3088,14,0.13333333333333333,2019,5,2,28,1,148,22,476.77,930.428,496.2034285714285
2019-05-30,1204.937,87.0403,24,0.1285714285714286,2019,5,2,30,3,150,22,221.96800000000002,180.93,394.9948571428571
2019-05-31,113.73,32.9817,3,0.0,2019,5,2,31,4,151,22,1204.937,323.758,541.2815714285714
2019-06-01,801.48,270.8372,36,0.0125,2019,6,2,1,5,152,22,113.73,116.28,511.2775714285714
2019-06-02,738.598,218.36079999999998,16,0.04,2019,6,2,2,6,153,22,801.48,119.53999999999999,609.1632857142857
2019-06-03,225.456,-17.384999999999998,16,0.25,2019,6,2,3,0,154,23,738.598,1325.7179999999998,697.6001428571428
2019-06-04,456.272,-6.493199999999999,12,0.08,2019,6,2,4,1,155,23,225.456,476.77,540.4198571428572
2019-06-06,382.23699999999997,81.8807,31,0.2875,2019,6,2,6,3,157,23,456.272,221.96800000000002,537.4915714285714
2019-06-07,281.397,-230.33159999999998,6,0.65,2019,6,2,7,4,158,23,382.23699999999997,1204.937,560.3871428571429
2019-06-08,238.832,36.327,5,0.2,2019,6,2,8,5,159,23,281.397,113.73,428.45285714285717
2019-06-09,496.948,139.6267,40,0.06666666666666667,2019,6,2,9,6,160,23,238.832,801.48,446.3245714285714
2019-06-10,491.55,240.8595,5,0.0,2019,6,2,10,0,161,24,496.948,738.598,402.82
2019-06-13,14.52,4.7916,3,0.0,2019,6,2,13,3,164,24,491.55,225.456,367.5274285714285
2019-06-14,212.94,57.4938,3,0.0,2019,6,2,14,4,165,24,14.52,456.272,337.3937142857143
2019-06-15,145.03,-21.245,7,0.43333333333333335,2019,6,2,15,5,166,24,212.94,382.23699999999997,302.632
2019-06-16,115.952,44.2956,12,0.06666666666666667,2019,6,2,16,6,167,24,145.03,281.397,268.7452857142857
2019-06-17,152.126,65.0575,13,0.05,2019,6,2,17,0,168,25,115.952,238.832,245.1102857142857
2019-06-18,139.8,12.2325,5,0.2,2019,6,2,18,1,169,25,152.126,496.948,232.7237142857143
2019-06-20,1319.4615999999999,64.4126,25,0.265,2019,6,2,20,3,171,25,139.8,491.55,181.70257142857145
2019-06-21,951.693,-20.74770000000001,43,0.23999999999999996,2019,6,2,21,4,172,25,1319.4615999999999,14.52,299.97565714285713
2019-06-22,619.758,40.21470000000001,18,0.32,2019,6,2,22,5,173,25,951.693,212.94,433.8575142857143
2019-06-23,109.49600000000001,3.1803000000000003,13,0.20000000000000004,2019,6,2,23,6,174,25,619.758,145.03,491.97437142857143
2019-06-24,4.272,0.9612,2,0.2,2019,6,2,24,0,175,26,109.49600000000001,115.952,486.8980857142857
2019-06-25,792.76,49.7172,22,0.2,2019,6,2,25,1,176,26,4.272,152.126,470.94379999999995
2019-06-27,616.14,76.1052,10,0.0,2019,6,2,27,3,178,26,792.76,139.8,562.4629428571428
2019-06-28,417.32599999999996,109.76200000000001,19,0.36,2019,6,2,28,4,179,26,616.14,1319.4615999999999,630.5115142857143
2019-06-29,46.68,8.557500000000001,10,0.2,2019,6,2,29,5,180,26,417.32599999999996,951.693,501.63500000000005
2019-06-30,739.624,249.5572,38,0.15000000000000002,2019,6,2,30,6,181,26,46.68,619.758,372.34742857142857
2019-07-01,25.104000000000003,3.3432000000000004,11,0.44999999999999996,2019,7,3,1,0,182,27,739.624,109.49600000000001,389.4711428571428
2019-07-02,79.56,22.1508,3,0.0,2019,7,3,2,1,183,27,25.104000000000003,4.272,377.4151428571428
2019-07-04,247.40800000000002,83.9448,14,0.1,2019,7,3,4,3,185,27,79.56,792.76,388.1705714285714
2019-07-05,1444.104,182.7936,41,0.19,2019,7,3,5,4,186,27,247.40800000000002,616.14,310.2631428571429
2019-07-06,478.48,47.848,2,0.2,2019,7,3,6,5,187,27,1444.104,417.32599999999996,428.5437142857143
2019-07-07,241.19400000000002,-34.6598,4,0.25,2019,7,3,7,6,188,27,478.48,46.68,437.28000000000003
2019-07-08,260.586,79.49340000000001,7,0.15000000000000002,2019,7,3,8,0,189,28,241.19400000000002,739.624,465.0677142857143
2019-07-09,265.521,57.2078,30,0.10555555555555557,2019,7,3,9,1,190,28,260.586,25.104000000000003,396.6337142857143
2019-07-11,756.298,280.7972,36,0.05,2019,7,3,11,3,192,28,265.521,79.56,430.979
2019-07-12,749.302,120.55199999999999,52,0.18,2019,7,3,12,4,193,28,756.298,247.40800000000002,527.6558571428571
2019-07-13,351.216,4.3902,3,0.2,2019,7,3,13,5,194,28,749.302,1444.104,599.3549999999999
2019-07-14,292.594,-31.101399999999995,27,0.2666666666666667,2019,7,3,14,6,195,28,351.216,478.48,443.22814285714287
2019-07-15,9.51,3.9882,6,0.0,2019,7,3,15,0,196,29,292.594,241.19400000000002,416.67300000000006
2019-07-18,273.04,-21.3948,6,0.2,2019,7,3,18,3,199,29,9.51,260.586,383.5752857142857
2019-07-19,461.326,103.20620000000001,8,0.1,2019,7,3,19,4,200,29,273.04,265.521,385.3544285714285
2019-07-20,769.0039999999999,141.7611,39,0.16153846153846155,2019,7,3,20,5,201,29,461.326,756.298,413.3265714285714
2019-07-21,501.98400000000004,78.018,17,0.3333333333333333,2019,7,3,21,6,202,29,769.0039999999999,749.302,415.1417142857143
2019-07-22,630.624,158.06279999999998,28,0.05714285714285715,2019,7,3,22,0,203,30,501.98400000000004,351.216,379.81057142857145
2019-07-23,984.496,27.8204,29,0.18571428571428572,2019,7,3,23,1,204,30,630.624,292.594,419.726
2019-07-25,153.64,57.002399999999994,17,0.0,2019,7,3,25,3,206,30,984.496,9.51,518.5691428571429
2019-07-26,1276.074,126.50600000000001,63,0.2833333333333334,2019,7,3,26,4,207,30,153.64,273.04,539.1591428571429
2019-07-27,580.06,70.31219999999999,15,0.0,2019,7,3,27,5,208,30,1276.074,461.326,682.4497142857143
2019-07-28,193.15200000000002,34.6984,18,0.20000000000000004,2019,7,3,28,6,209,30,580.06,769.0039999999999,699.4117142857142
2019-08-01,228.328,66.475,15,0.20000000000000004,2019,8,3,1,3,213,31,193.15200000000002,501.98400000000004,617.1471428571429
2019-08-02,47.9,21.665,7,0.0,2019,8,3,2,4,214,31,228.328,630.624,578.0534285714285
2019-08-03,477.994,-76.71489999999999,20,0.15,2019,8,3,3,5,215,31,47.9,984.496,494.8071428571429
2019-08-04,1653.404,528.3529,48,0.05,2019,8,3,4,6,216,31,477.994,153.64,422.4497142857143
2019-08-05,1275.374,209.4349,32,0.045454545454545456,2019,8,3,5,0,217,32,1653.404,1276.074,636.7017142857143
2019-08-06,262.89,106.6392,5,0.0,2019,8,3,6,1,218,32,1275.374,580.06,636.6017142857143
2019-08-08,2205.663,419.1479,51,0.08181818181818182,2019,8,3,8,3,220,32,262.89,193.15200000000002,591.2917142857143
2019-08-09,453.77299999999997,-11.2867,24,0.21428571428571427,2019,8,3,9,4,221,32,2205.663,228.328,878.7932857142857
2019-08-11,451.62,45.644400000000005,5,0.0,2019,8,3,11,6,223,32,453.77299999999997,47.9,910.9997142857144
2019-08-12,1026.044,307.197,53,0.12000000000000002,2019,8,3,12,0,224,33,451.62,477.994,968.674
2019-08-15,842.7819999999999,118.18260000000001,38,0.2,2019,8,3,15,3,227,33,1026.044,1653.404,1046.9668571428572
2019-08-17,500.342,193.18359999999998,23,0.04,2019,8,3,17,5,229,33,842.7819999999999,1275.374,931.1637142857143
2019-08-19,800.2860000000001,2.980499999999995,20,0.21666666666666667,2019,8,3,19,0,231,34,500.342,262.89,820.4448571428571
2019-08-20,441.492,3.2356000000000007,4,0.15,2019,8,3,20,1,232,34,800.2860000000001,2205.663,897.2157142857142
2019-08-22,23.104,4.878699999999999,6,0.13333333333333333,2019,8,3,22,3,234,34,441.492,453.77299999999997,645.1912857142858
2019-08-23,565.224,160.4016,44,0.14,2019,8,3,23,4,235,34,23.104,451.62,583.6671428571428
2019-08-24,59.74,20.1332,10,0.1,2019,8,3,24,5,236,34,565.224,1026.044,599.8962857142858
2019-08-25,443.706,43.24649999999999,60,0.34615384615384615,2019,8,3,25,6,237,34,59.74,842.7819999999999,461.8528571428572
2019-08-26,366.81,92.08890000000001,22,0.0,2019,8,3,26,0,238,35,443.706,500.342,404.84200000000004
2019-08-27,287.23999999999995,44.8118,15,0.08,2019,8,3,27,1,239,35,366.81,800.2860000000001,385.766
2019-08-29,327.1465,-39.6855,9,0.1625,2019,8,3,29,3,241,35,287.23999999999995,441.492,312.47371428571427
2019-08-30,121.24,21.485,8,0.0,2019,8,3,30,4,242,35,327.1465,23.104,296.1386428571428
2019-08-31,92.52,18.504,9,0.0,2019,8,3,31,5,243,35,121.24,565.224,310.1580714285715
2019-09-01,469.43600000000004,85.94019999999999,17,0.24,2019,9,3,1,6,244,35,92.52,59.74,242.62892857142856
2019-09-02,900.46,194.3511,23,0.05714285714285715,2019,9,3,2,0,245,36,469.43600000000004,443.706,301.1569285714286
2019-09-03,22.08,-4.4639999999999995,10,0.4,2019,9,3,3,1,246,36,900.46,366.81,366.40749999999997
2019-09-05,296.304,21.823,4,0.2,2019,9,3,5,3,248,36,22.08,287.23999999999995,317.16035714285715
2019-09-06,100.36,39.6308,14,0.0,2019,9,3,6,4,249,36,296.304,327.1465,318.4552142857143
2019-09-07,2701.995,-694.9350999999999,72,0.21666666666666667,2019,9,3,7,5,250,36,100.36,121.24,286.0571428571429
2019-09-08,2385.796,-176.01770000000002,85,0.13478260869565217,2019,9,3,8,6,251,36,2701.995,92.52,654.7364285714285
2019-09-09,631.8679999999999,137.51659999999998,43,0.16,2019,9,3,9,0,252,37,2385.796,469.43600000000004,982.3472857142855
2019-09-10,368.188,110.9168,18,0.05,2019,9,3,10,1,253,37,631.8679999999999,900.46,1005.5518571428571
2019-09-11,127.95,21.7515,3,0.0,2019,9,3,11,2,254,37,368.188,22.08,929.5129999999999
2019-09-12,1119.368,180.2956,33,0.21000000000000002,2019,9,3,12,3,255,37,127.95,296.304,944.6372857142857
2019-09-13,1275.408,243.8237,53,0.15333333333333332,2019,9,3,13,4,256,37,1119.368,100.36,1062.2178571428572
2019-09-14,1622.4560000000001,-39.6495,71,0.21176470588235294,2019,9,3,14,5,257,37,1275.408,2701.995,1230.0818571428572
2019-09-15,133.436,30.1722,9,0.06666666666666667,2019,9,3,15,6,258,37,1622.4560000000001,2385.796,1075.8619999999999
2019-09-16,33.552,12.582,1,0.2,2019,9,3,16,0,259,38,133.436,631.8679999999999,754.0962857142856
2019-09-17,820.523,233.52870000000001,53,0.21428571428571427,2019,9,3,17,1,260,38,33.552,368.188,668.6225714285713
2019-09-19,246.60899999999998,-9.577300000000001,18,0.13999999999999999,2019,9,3,19,3,262,38,820.523,127.95,733.2418571428572
2019-09-20,1305.058,128.4636,39,0.06923076923076923,2019,9,3,20,4,263,38,246.60899999999998,1119.368,750.1931428571427
2019-09-21,879.682,175.4574,52,0.14,2019,9,3,21,5,264,38,1305.058,1275.408,776.7202857142856
2019-09-22,660.738,3.7660999999999945,20,0.08571428571428573,2019,9,3,22,6,265,38,879.682,1622.4560000000001,720.1880000000001
2019-09-23,1212.387,178.122,43,0.08636363636363636,2019,9,3,23,0,266,39,660.738,133.436,582.7997142857142
2019-09-24,211.96,8.4784,4,0.0,2019,9,3,24,1,267,39,1212.387,33.552,736.9355714285713
2019-09-25,354.8888,-87.5594,16,0.34400000000000003,2019,9,3,25,2,268,39,211.96,820.523,762.4224285714284
2019-09-26,895.062,157.5326,46,0.25833333333333336,2019,9,3,26,3,269,39,354.8888,246.60899999999998,695.9032571428571
2019-09-27,169.52,77.8124,5,0.0,2019,9,3,27,4,270,39,895.062,1305.058,788.5393999999999
2019-09-28,490.29200000000003,64.3686,17,0.15000000000000002,2019,9,3,28,5,271,39,169.52,879.682,626.3196857142856
2019-09-29,1069.008,89.4206,42,0.1142857142857143,2019,9,3,29,6,272,39,490.29200000000003,660.738,570.6925428571428
2019-09-30,192.124,59.8349,20,0.12000000000000002,2019,9,3,30,0,273,40,1069.008,1212.387,629.0168285714284
2019-10-01,4.71,0.0,1,0.0,2019,10,4,1,1,274,40,192.124,211.96,483.26497142857136
2019-10-02,598.144,133.76319999999998,18,0.2,2019,10,4,2,2,275,40,4.71,354.8888,453.6578285714285
2019-10-03,862.683,-65.4279,37,0.2846153846153846,2019,10,4,3,3,276,40,598.144,895.062,488.4085714285713
2019-10-04,139.338,51.6199,11,0.06666666666666667,2019,10,4,4,4,277,40,862.683,169.52,483.7829999999999
2019-10-05,191.9,46.483000000000004,7,0.1,2019,10,4,5,5,278,40,139.338,490.29200000000003,479.47128571428567
2019-10-06,494.71,50.039500000000004,12,0.05,2019,10,4,6,6,279,40,191.9,1069.008,436.8438571428571
2019-10-07,237.35999999999999,31.855999999999998,15,0.2,2019,10,4,7,0,280,41,494.71,192.124,354.80128571428565
2019-10-08,147.392,60.7518,7,0.1,2019,10,4,8,1,281,41,237.35999999999999,4.71,361.2635714285714
2019-10-09,249.36,70.0043,6,0.13333333333333333,2019,10,4,9,2,282,41,147.392,598.144,381.6467142857142
2019-10-10,573.49,31.81230000000001,29,0.425,2019,10,4,10,3,283,41,249.36,862.683,331.8204285714285
2019-10-11,1381.164,110.6138,33,0.06666666666666668,2019,10,4,11,4,284,41,573.49,139.338,290.50714285714275
2019-10-12,58.53,12.877099999999999,8,0.06666666666666667,2019,10,4,12,5,285,41,1381.164,191.9,467.910857142857
2019-10-13,913.632,142.4513,30,0.02,2019,10,4,13,6,286,41,58.53,494.71,448.8579999999999
2019-10-14,896.704,173.7605,43,0.25,2019,10,4,14,0,287,42,913.632,237.35999999999999,508.7039999999999
2019-10-15,206.72400000000002,-0.9321000000000002,5,0.2333333333333333,2019,10,4,15,1,288,42,896.704,147.392,602.896
2019-10-16,194.322,91.4088,6,0.1,2019,10,4,16,2,289,42,206.72400000000002,249.36,611.372
2019-10-17,136.06799999999998,-36.838,10,0.5333333333333333,2019,10,4,17,3,290,42,194.322,573.49,603.5094285714285
2019-10-18,588.7460000000001,27.177200000000006,22,0.13333333333333333,2019,10,4,18,4,291,42,136.06799999999998,1381.164,541.0205714285713
2019-10-19,641.104,124.54769999999999,27,0.1142857142857143,2019,10,4,19,5,292,42,588.7460000000001,58.53,427.8179999999999
2019-10-20,995.784,-97.56629999999998,17,0.2857142857142857,2019,10,4,20,6,293,42,641.104,913.632,511.0428571428571
2019-10-21,765.2819999999999,-86.2885,16,0.16,2019,10,4,21,0,294,43,995.784,896.704,522.7788571428572
2019-10-22,223.808,23.303199999999997,8,0.1,2019,10,4,22,1,295,43,765.2819999999999,206.72400000000002,504.0042857142857
2019-10-24,56.489999999999995,18.5592,8,0.13333333333333333,2019,10,4,24,3,297,43,223.808,194.322,506.44485714285713
2019-10-25,103.882,9.4491,10,0.3666666666666667,2019,10,4,25,4,298,43,56.489999999999995,136.06799999999998,486.7545714285714
2019-10-26,447.88,41.592,9,0.1,2019,10,4,26,5,299,43,103.882,588.7460000000001,482.15657142857134
2019-10-27,22.32,7.6626,5,0.2,2019,10,4,27,6,300,43,447.88,641.104,462.0328571428571
2019-10-28,893.5840000000001,129.7222,13,0.04,2019,10,4,28,0,301,44,22.32,995.784,373.63514285714285
2019-10-29,77.86,36.5546,4,0.0,2019,10,4,29,1,302,44,893.5840000000001,765.2819999999999,359.03514285714283
